ID,X,Y,Max,Min,Area,R,Phi,Max/Min
1,2082.06689453125,4401.33349609375,27.431819915771484,10.388514518737793,223.81951664065568,2.640591190039022,82.30805206298828,2.640591190039022
2,1987.8062744140625,4398.72119140625,27.20913314819336,14.020901679992676,299.6267137995631,1.9406122208973062,87.92236328125,1.9406122208973062
3,2163.35791015625,4397.8349609375,22.205469131469727,15.918744087219238,277.62504070986773,1.3949259445220896,107.159912109375,1.3949259445220896
4,2399.390380859375,4527.9169921875,273.5234069824219,109.23411560058594,23466.195015171877,2.5040108163877943,3.9754343032836914,2.5040108163877943
5,2450.134521484375,4393.1630859375,29.583213806152344,21.009559631347656,488.14875183329696,1.4080834784377025,21.394527435302734,1.4080834784377025
6,2329.719970703125,4382.0537109375,63.44657516479492,34.29203414916992,1708.8003048566777,1.8501840657455055,75.18102264404297,1.8501840657455055
7,1353.5361328125,4380.55908203125,75.97765350341797,33.49984359741211,1999.0264359816822,2.26800024550823,94.78672790527344,2.26800024550823
8,1045.5355224609375,4392.84375,60.0127067565918,43.74140167236328,2061.701525483052,1.3719886529038474,22.065113067626953,1.3719886529038474
9,857.126953125,4369.90087890625,25.24010467529297,20.92957878112793,414.8981716989791,1.205953781451723,174.76805114746094,1.205953781451723
10,1651.908447265625,4430.74853515625,287.0063171386719,99.94355010986328,22528.698827652737,2.871684233981875,65.85981750488281,2.871684233981875
11,886.9815673828125,4363.75830078125,28.400022506713867,20.773128509521484,463.35139341590457,1.3671519190620012,50.07224655151367,1.3671519190620012
12,1290.55810546875,4355.8564453125,40.863014221191406,21.67658233642578,695.6825178285173,1.885122552392604,126.876953125,1.885122552392604
13,1190.2569580078125,4344.27099609375,23.094053268432617,18.917892456054688,343.13324457534105,1.220751905746316,118.15489959716797,1.220751905746316
14,2075.965087890625,4354.7236328125,116.7641830444336,60.580204010009766,5555.590901290485,1.9274313276518589,100.58937072753906,1.9274313276518589
15,2192.555419921875,4321.59912109375,20.287309646606445,15.06221866607666,239.99560436771736,1.3469004863339162,127.25141143798828,1.3469004863339162
16,1331.4639892578125,4327.662109375,49.42481231689453,28.591602325439453,1109.8733028026286,1.7286478650033081,115.23955535888672,1.7286478650033081
17,1274.332763671875,4298.904296875,35.611656188964844,26.999731063842773,755.1643709276078,1.3189633668853429,103.39398193359375,1.3189633668853429
18,717.1026000976562,4291.443359375,16.04426383972168,11.383017539978027,143.43894474434902,1.4094912691975567,126.1207275390625,1.4094912691975567
19,49.57692337036133,4337.75634765625,124.23576354980469,110.9229736328125,10823.258185366616,1.1200183287644399,150.89955139160156,1.1200183287644399
20,1838.0731201171875,4324.9541015625,107.29635620117188,84.9787368774414,7161.18884245318,1.2626259243640858,36.81730651855469,1.2626259243640858
21,1515.0736083984375,4424.6279296875,299.3877258300781,125.75564575195312,29570.002712884172,2.380710019338661,159.0299835205078,2.380710019338661
22,2617.037109375,4355.83544921875,197.45455932617188,142.25808715820312,22061.447923571868,1.3880023503098673,19.76300811767578,1.3880023503098673
23,2776.64404296875,4313.919921875,183.80923461914062,84.8288803100586,12246.188572971008,2.166823774489281,120.11021423339844,2.166823774489281
24,586.2044067382812,4285.4189453125,70.49279022216797,57.79179382324219,3199.6373466329756,1.2197716242858307,44.90398406982422,1.2197716242858307
25,1840.9117431640625,4258.81298828125,24.414142608642578,18.698013305664062,358.5310912077674,1.3057078423003885,24.03536033630371,1.3057078423003885
26,1803.798095703125,4260.46435546875,29.331937789916992,21.54888153076172,496.42697253333137,1.361181449164529,144.87120056152344,1.361181449164529
27,803.5848999023438,4253.419921875,20.72607421875,17.957544326782227,292.3168684497604,1.1541708510689146,157.51986694335938,1.1541708510689146
28,518.103515625,4249.046875,14.211718559265137,7.970067977905273,88.96076427139346,1.7831364297849213,149.9186553955078,1.7831364297849213
29,1860.8538818359375,4237.43115234375,10.834738731384277,6.901708602905273,58.730668413365926,1.5698632548501679,86.71943664550781,1.5698632548501679
30,10.286463737487793,4249.146484375,46.36733627319336,35.6507682800293,1298.28763807493,1.3005985147076684,98.66121673583984,1.3005985147076684
31,290.2999572753906,4223.80029296875,26.009807586669922,21.254907608032227,434.1964239512811,1.2237083343914805,113.9554214477539,1.2237083343914805
32,236.99156188964844,4230.59765625,40.76738739013672,29.308536529541016,938.4192216448164,1.3909731504009406,155.1602325439453,1.3909731504009406
33,2526.641357421875,4230.70068359375,48.40652084350586,29.883228302001953,1136.112304753295,1.6198558052130863,59.4214973449707,1.6198558052130863
34,1206.8126220703125,4247.87548828125,82.01104736328125,59.29607009887695,3819.338500318843,1.3830772802738323,141.0784149169922,1.3830772802738323
35,1928.375,4203.568359375,64.92650604248047,44.81087875366211,2285.048247361551,1.4489005314847667,11.246864318847656,1.4489005314847667
36,390.197021484375,4178.59716796875,18.91642189025879,6.595598220825195,97.99029497604955,2.868037326854045,108.01072692871094,2.868037326854045
37,1742.1358642578125,4184.392578125,43.32368087768555,25.490177154541016,867.3374190468683,1.6996225885377,92.31109619140625,1.6996225885377
38,1111.89501953125,4250.9951171875,230.301513671875,95.76422882080078,17321.67913276495,2.4048803661628986,125.77100372314453,2.4048803661628986
39,2035.07421875,4220.7666015625,101.98284912109375,84.2045669555664,6744.5451899805485,1.2111320419818643,159.57749938964844,1.2111320419818643
40,1174.9483642578125,4181.7021484375,42.444698333740234,24.594982147216797,819.8980326042914,1.7257462550564744,119.43612670898438,1.7257462550564744
41,292.4691467285156,4171.923828125,23.69396209716797,17.92772102355957,333.62044414759123,1.3216382643410582,157.33998107910156,1.3216382643410582
42,242.42259216308594,4162.0576171875,43.900081634521484,33.2272834777832,1145.6449520435522,1.3212058597530083,104.42767333984375,1.3212058597530083
43,132.283935546875,4151.001953125,29.592409133911133,24.136144638061523,560.9680205097127,1.2260619737605212,69.23128509521484,1.2260619737605212
44,859.8759155273438,4129.06640625,19.433557510375977,11.834639549255371,180.63305467225544,1.6420912043407967,177.94374084472656,1.6420912043407967
45,446.49688720703125,4143.94140625,61.417022705078125,34.71457290649414,1674.520494757894,1.769200009186594,134.94342041015625,1.769200009186594
46,1030.6378173828125,4142.10107421875,86.78279113769531,43.01243591308594,2931.686545240991,2.017620934398018,105.05792236328125,2.017620934398018
47,1217.5067138671875,4121.61767578125,42.54194259643555,35.62861251831055,1190.4361554053712,1.1940387118519433,92.36241912841797,1.1940387118519433
48,1417.4490966796875,4117.0986328125,47.45826721191406,20.09613037109375,749.0558465769352,2.3615624667810664,49.668270111083984,2.3615624667810664
49,2393.486572265625,4151.22705078125,116.30088806152344,96.01054382324219,8769.843472176684,1.2113345412940926,71.38847351074219,1.2113345412940926
50,238.984375,4110.4423828125,41.88037109375,34.533470153808594,1135.9013715657668,1.2127472538154738,41.79158401489258,1.2127472538154738
51,2164.929931640625,4157.947265625,160.6015625,120.70419311523438,15225.16489121501,1.3305383877317025,46.88661193847656,1.3305383877317025
52,2344.9677734375,4096.94580078125,21.027477264404297,10.69314193725586,176.59661915186985,1.9664451653019486,159.51612854003906,1.9664451653019486
53,950.9268188476562,4100.86865234375,64.06242370605469,27.60551643371582,1388.9580304930023,2.320638480351429,83.78038024902344,2.320638480351429
54,635.6693725585938,4157.87451171875,192.07940673828125,124.11432647705078,18723.740003215193,1.5476006049454532,116.29742431640625,1.5476006049454532
55,2012.614501953125,4090.77783203125,20.892671585083008,12.69089412689209,208.24571794882982,1.6462726247799433,80.27998352050781,1.6462726247799433
56,735.005859375,4092.287109375,24.21464729309082,15.21607780456543,289.3814905021809,1.5913856122518946,131.47528076171875,1.5913856122518946
57,1508.6729736328125,4086.44580078125,22.814109802246094,20.915678024291992,374.77046405582405,1.0907659687507723,80.92072296142578,1.0907659687507723
58,491.1983947753906,4087.4814453125,31.08909797668457,19.87027359008789,485.17883772944214,1.564603418052235,126.5667953491211,1.564603418052235
59,1432.5833740234375,4077.343505859375,33.63136672973633,22.92289161682129,605.4855723411185,1.4671520195583414,102.00629425048828,1.4671520195583414
60,466.69775390625,4067.47509765625,17.94394874572754,6.780926704406738,95.56457913637824,2.646238416655685,119.599853515625,2.646238416655685
61,580.4349975585938,4068.56201171875,22.72281265258789,14.63720989227295,261.2223124187568,1.552400547633287,80.17046356201172,1.552400547633287
62,1844.650390625,4082.998046875,47.38773727416992,36.94675064086914,1375.093099914637,1.2825955314660702,14.701080322265625,1.2825955314660702
63,2407.717529296875,4049.845458984375,25.796911239624023,22.77765464782715,461.4945692085204,1.1325534449651906,115.53007507324219,1.1325534449651906
64,1704.9578857421875,4044.288818359375,41.418495178222656,29.54158592224121,960.9880867562148,1.4020403402594437,97.23784637451172,1.4020403402594437
65,1562.2735595703125,4029.450927734375,40.926963806152344,21.065603256225586,677.1319549312611,1.9428336947368012,28.319141387939453,1.9428336947368012
66,2518.986572265625,4009.503662109375,18.168819427490234,17.27878189086914,246.56402591351264,1.0515104329832086,137.1335906982422,1.0515104329832086
67,701.0472412109375,4016.661376953125,55.95302200317383,35.25701141357422,1549.3834946826157,1.587004109532423,62.70766067504883,1.587004109532423
68,55.670494079589844,4006.78759765625,41.81036376953125,37.9823112487793,1247.2548914189913,1.100785139052721,34.24223327636719,1.100785139052721
69,2225.1962890625,3988.3203125,20.87885284423828,19.61172866821289,321.5972976789039,1.0646105296204293,167.97674560546875,1.0646105296204293
70,1197.8359375,3988.01220703125,31.301483154296875,23.679698944091797,582.144735185306,1.3218699793523663,150.98919677734375,1.3218699793523663
